symptom	name	labs	labNames
ALCOHOLIC_HEPATITIS	alcoholic hepatitis	(ALANINE_AMINOTRANSFERASE_IN_SERUM ASPARTATE_AMINOTRANSFERASE_IN_SERUM GAMMA_GLUTAMYLTRANSFERASE_IN_SERUM COMPLETE_BLOOD_COUNT MEAN_CORPUSCULAR_VOLUME LIVER_FUNCTION_TEST PROTHROMBIN_TIME BILIRUBIN_TOTAL_IN_SERUM)	(alanine aminotransferase (ALT) in serum (SGPT) aspartate aminotransferase (AST) in serum (SGOT) gamma-glutamyltransferase (GGT) in serum complete blood count (CBC) mean corpuscular volume (MCV) liver (function) tests (LFT, liver panel, hepatic function panel) prothrombin time (PT) bilirubin (total) in serum (TBIL))
VIRAL_HEPATITIS	viral hepatitis	(HEPATITIS_B_SURFACE_ANTIGEN_IN_SERUM HEPATITIS_B_CORE_ANTIGEN_IGM HEPATITIS_B_CORE_ANTIGEN_IGG HEPATITIS_B_E_ANTIGEN_IN_SERUM HEPATITIS_C_SEROLOGY RECOMBINANT_IMMUNOBLOT_ASSAY POLYMERASE_CHAIN_REACTION ANTI_HEPATITIS_D_ANTIBODY LIVER_FUNCTION_TEST BILIRUBIN_CONJUGATED_IN_SERUM BILIRUBIN_TOTAL_IN_SERUM)	(hepatitis B surface antigen in serum (HBsAg) hepatitis B core antigen IgM (HBcAb) hepatitis B core antigen IgG hepatitis B e antigen in serum (HBeAg) hepatitis C virus (HCV) serology recombinant immunoblot assay (RIBA) polymerase chain reaction (PCR) anti-hepatitis D antibody (hepatitis delta agent antibody, anti-HDV) liver (function) tests (LFT, liver panel, hepatic function panel) bilirubin conjugated in serum bilirubin (total) in serum (TBIL))
HEPATITIS_C_INFECTION	hepatitis C infection	(RECOMBINANT_IMMUNOBLOT_ASSAY POLYMERASE_CHAIN_REACTION SEROLOGY HEPATITIS_C_VIRUS_RNA HEPATITIS_C_GENOTYPING COMPLETE_BLOOD_COUNT LIVER_FUNCTION_TEST ALANINE_AMINOTRANSFERASE_IN_SERUM ASPARTATE_AMINOTRANSFERASE_IN_SERUM ALKALINE_PHOSPHATASE_IN_SERUM BILIRUBIN_TOTAL_IN_SERUM PROTHROMBIN_TIME FERRITIN_IN_SERUM/PLASMA IRON_STUDIES IRON_IN_SERUM IRON_BINDING_CAPACITY_IN_SERUM COMPLEMENT_C4_IN_SERUM RHEUMATOID_FACTOR ANTINUCLEAR_ANTIBODY_IN_SERUM HEPATITIS_B_SEROLOGY HEPATITIS_B_CORE_ANTIBODY HEPATITIS_B_SURFACE_ANTIBODY HEPATITIS_B_SURFACE_ANTIGEN_IN_SERUM)	(recombinant immunoblot assay (RIBA) polymerase chain reaction (PCR) serology hepatitis C virus RNA hepatitis C genotyping complete blood count (CBC) liver (function) tests (LFT, liver panel, hepatic function panel) alanine aminotransferase (ALT) in serum (SGPT) aspartate aminotransferase (AST) in serum (SGOT) alkaline phosphatase (ALP) in serum bilirubin (total) in serum (TBIL) prothrombin time (PT) ferritin in serum/plasma iron studies iron (Fe+2/Fe+3) in serum iron-binding capacity in serum (TIBC) complement C4 in serum rheumatoid factor (RF) anti-nuclear antibody (ANA) in serum hepatitis B virus (HBV) serology hepatitis B core antibody (HBcAb total) hepatitis B surface antibody (HBsAb) hepatitis B surface antigen in serum (HBsAg))
HEPATITIS_B_INFECTION	hepatitis B infection	(LIVER_FUNCTION_TEST ALANINE_AMINOTRANSFERASE_IN_SERUM HEPATITIS_B_SEROLOGY SEROLOGY HEPATITIS_B_SURFACE_ANTIGEN_IN_SERUM HEPATITIS_B_SURFACE_ANTIBODY HEPATITIS_B_E_ANTIGEN_IN_SERUM HEPATITIS_B_CORE_ANTIGEN_IN_SERUM HEPATITIS_B_CORE_ANTIBODY HEPATITIS_B_VIRUS_DNA PLATELET_COUNT ASPARTATE_AMINOTRANSFERASE_IN_SERUM)	(liver (function) tests (LFT, liver panel, hepatic function panel) alanine aminotransferase (ALT) in serum (SGPT) hepatitis B virus (HBV) serology serology hepatitis B surface antigen in serum (HBsAg) hepatitis B surface antibody (HBsAb) hepatitis B e antigen in serum (HBeAg) hepatitis B Core antigen (HBcAg) in serum hepatitis B core antibody (HBcAb total) hepatitis B virus DNA platelet count aspartate aminotransferase (AST) in serum (SGOT))
HEPATITIS_A_INFECTION	hepatitis A infection	(IGM_ANTI_HEPATITIS_A SOUTHERN_BLOT POLYMERASE_CHAIN_REACTION)	(IgM anti-hepatitis A southern blot polymerase chain reaction (PCR))
HEPATITIS_B_CARRIER	hepatitis B carrier	(HEPATITIS_B_SURFACE_ANTIGEN_IN_SERUM HEPATITIS_B_CORE_ANTIGEN_IGG HEPATITIS_B_E_ANTIBODY)	(hepatitis B surface antigen in serum (HBsAg) hepatitis B core antigen IgG hepatitis B e antibody (HBeAb))
CHRONIC_HEPATITIS	chronic hepatitis	(HEPATITIS_B_E_ANTIGEN_IN_SERUM REVERSE_TRANSCRIPTASE_POLYMERASE_CHAIN_REACTION HEPATITIS_C_SEROLOGY)	(hepatitis B e antigen in serum (HBeAg) reverse transcriptase polymerase chain reaction (RT-PCR) hepatitis C virus (HCV) serology)
EOSINOPHILIC_FASCIITIS	eosinophilic fasciitis (Shulman's syndrome)	(COMPLETE_BLOOD_COUNT ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE ERYTHROCYTE_SEDIMENTATION_RATE)	(complete blood count (CBC) elevated erythrocyte sedimentation rate erythrocyte sedimentation rate (ESR))
APPENDICITIS	appendicitis	(COMPLETE_BLOOD_COUNT WHITE_BLOOD_CELL_COUNT PERIPHERAL_BLOOD_SMEAR TOXIC_GRANULATION URINALYSIS URINE_PREGNANCY_TEST STOOL_GUAIAC)	(complete blood count (CBC) white blood cell count (WBC with WBC differential) peripheral blood smear toxic granulation urinalysis (UA) urine pregnancy test (choriogonadotropin [Presence] in urine) stool guaiac)
PSEUDOGOUT	pseudogout [calcium pyrophosphate dihydrate crystal deposition] or CPPD disease	(IRON_STUDIES THYROID_STIMULATING_HORMONE_IN_SERUM ALBUMIN_IN_SERUM CALCIUM_IN_SERUM/PLASMA PARATHYROID_HORMONE_INTACT_IN_SERUM URIC_ACID_IN_SERUM)	(iron studies thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum albumin in serum calcium (Ca+2) in serum/plasma/blood parathyroid hormone in serum/plasma uric acid in serum)
GOUT	gout	(WHITE_BLOOD_CELL_COUNT CULTURE RHEUMATOID_FACTOR URIC_ACID_IN_SERUM 24_HOUR_URINE URIC_ACID_IN_URINE HLA_B_5801_ALLELE LEAD_IN_BLOOD)	(white blood cell count (WBC with WBC differential) culture rheumatoid factor (RF) uric acid in serum 24 hour urine uric acid in urine HLA-B*5801 allele lead in blood)
PSORIATIC_ARTHRITIS	psoriatic arthritis	(ERYTHROCYTE_SEDIMENTATION_RATE RHEUMATOID_FACTOR URIC_ACID_IN_SERUM HIV1_SEROLOGY)	(erythrocyte sedimentation rate (ESR) rheumatoid factor (RF) uric acid in serum HIV1 serology; HIV1 antibody (HIV1 EIA/ELISA, immunoblot))
BETA_THALASSEMIA	beta thalassemia	(COMPLETE_BLOOD_COUNT RED_BLOOD_CELL_COUNT MEAN_CORPUSCULAR_VOLUME HEMOGLOBIN_ELECTROPHORESIS IRON_STUDIES FERRITIN_IN_SERUM/PLASMA TRANSFERRIN_SATURATION_IN_SERUM/PLASMA IRON_IN_SERUM IRON_BINDING_CAPACITY_IN_SERUM SOUTHERN_BLOT POLYMERASE_CHAIN_REACTION)	(complete blood count (CBC) red blood cell count (RBC) mean corpuscular volume (MCV) hemoglobin electrophoresis iron studies ferritin in serum/plasma transferrin saturation in serum/plasma iron (Fe+2/Fe+3) in serum iron-binding capacity in serum (TIBC) southern blot polymerase chain reaction (PCR))
X_LINKED_THROMBOCYTOPENIA_WITH_BETA_THALASSEMIA	X-linked thrombocytopenia with beta-thalassemia; thrombocytopenia, platelet dysfunction, hemolysis, & imbalanced globin synthesis	(COMPLETE_BLOOD_COUNT BLEEDING_TIME HEMOGLOBIN_ELECTROPHORESIS)	(complete blood count (CBC) bleeding time hemoglobin electrophoresis)
HEREDITARY_PERSISTENCE_OF_HEMOGLOBIN_F	hereditary persistence of hemoglobin F	(HEMOGLOBIN_ELECTROPHORESIS COMPLETE_BLOOD_COUNT HEMOGLOBIN_A1C_IN_RED_BLOOD_CELLS)	(hemoglobin electrophoresis complete blood count (CBC) hemoglobin A1c in red blood cells (Tina-quant HbA1cDx))
HEMOGLOBIN_S/BETA_THALASSEMIA_+	hemoglobin S/beta thalassemia +	(MEAN_CORPUSCULAR_VOLUME HEMOGLOBIN_ELECTROPHORESIS)	(mean corpuscular volume (MCV) hemoglobin electrophoresis)
HEMOGLOBIN_S/BETA_THALASSEMIA_0	hemoglobin S/beta thalassemia 0	(MEAN_CORPUSCULAR_VOLUME HEMOGLOBIN_ELECTROPHORESIS)	(mean corpuscular volume (MCV) hemoglobin electrophoresis)
ALPHA_THALASSEMIA	alpha thalassemia	(HEMOGLOBIN_GENOTYPING SOUTHERN_BLOT POLYMERASE_CHAIN_REACTION)	(hemoglobin genotyping southern blot polymerase chain reaction (PCR))
ALPHA_THALASSEMIA_0	alpha thalassemia-0 (homozygous alpha thalassemia)	(HEMOGLOBIN_ELECTROPHORESIS)	(hemoglobin electrophoresis)
HEMOGLOBIN_H_DISEASE	hemoglobin H disease	(COMPLETE_BLOOD_COUNT MEAN_CORPUSCULAR_VOLUME PERIPHERAL_BLOOD_SMEAR HEMOGLOBIN_ELECTROPHORESIS)	(complete blood count (CBC) mean corpuscular volume (MCV) peripheral blood smear hemoglobin electrophoresis)
ALPHA_THALASSEMIA_2	alpha thalassemia-2 (thalassemia trait, trans form)	(COMPLETE_BLOOD_COUNT MEAN_CORPUSCULAR_VOLUME PERIPHERAL_BLOOD_SMEAR HEMOGLOBIN_ELECTROPHORESIS)	(complete blood count (CBC) mean corpuscular volume (MCV) peripheral blood smear hemoglobin electrophoresis)
ALPHA_THALASSEMIA_1	alpha thalassemia-1 (thalassemia trait, cis form)	(COMPLETE_BLOOD_COUNT MEAN_CORPUSCULAR_VOLUME PERIPHERAL_BLOOD_SMEAR HEMOGLOBIN_ELECTROPHORESIS)	(complete blood count (CBC) mean corpuscular volume (MCV) peripheral blood smear hemoglobin electrophoresis)
FAMILIAL_ALZHEIMER^S_DISEASE	familial Alzheimer's disease (FAD)	(POLYMERASE_CHAIN_REACTION)	(polymerase chain reaction (PCR))
CUTANEOUS_LEUKOCYTOCLASTIC_VASCULITIS	cutaneous leukocytoclastic vasculitis; predominantly cutaneous vasculitis	(ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE ERYTHROCYTE_SEDIMENTATION_RATE RHEUMATOID_FACTOR)	(elevated erythrocyte sedimentation rate erythrocyte sedimentation rate (ESR) rheumatoid factor (RF))
ACUTE_LEUKOCYTOCLASTIC_VASCULITIS	acute leukocytoclastic vasculitis (Henoch-Schonlein purpura)	(COMPLETE_BLOOD_COUNT PLATELET_COUNT IGA_IN_SERUM ERYTHROCYTE_SEDIMENTATION_RATE UREA_NITROGEN_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA MICROSCOPY)	(complete blood count (CBC) platelet count IgA in serum erythrocyte sedimentation rate (ESR) urea nitrogen in serum/plasma creatinine in serum/plasma microscopy)
POLYARTERITIS_NODOSA	classic polyarteritis nodosa (PAN)	(COMPLETE_BLOOD_COUNT ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE ERYTHROCYTE_SEDIMENTATION_RATE C_REACTIVE_PROTEIN_IN_SERUM HEPATITIS_B_SEROLOGY HEPATITIS_B_SURFACE_ANTIGEN_IN_SERUM HEPATITIS_C_SEROLOGY ANTI_NEUTROPHIL_CYTOPLASMIC_ANTIBODY PANCA CANCA)	(complete blood count (CBC) elevated erythrocyte sedimentation rate erythrocyte sedimentation rate (ESR) C-reactive protein (CRP) in serum hepatitis B virus (HBV) serology hepatitis B surface antigen in serum (HBsAg) hepatitis C virus (HCV) serology anti-neutrophil cytoplasmic antibody (ANCA) pANCA (anti-myeloperoxidase, anti-leukocyte elastase) cANCA (anti-myeloblastin, anti-serine protease 3))
TEMPORAL_ARTERITIS	temporal arteritis; cranial arteritis; giant cell arteritis; Horton's disease	(ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE ERYTHROCYTE_SEDIMENTATION_RATE COMPLETE_BLOOD_COUNT WHITE_BLOOD_CELL_COUNT PLATELET_COUNT VARICELLA_ZOSTER_VIRUS_ANTIGEN_IN_TISSUE VARICELLA_ZOSTER_VIRUS_DNA)	(elevated erythrocyte sedimentation rate erythrocyte sedimentation rate (ESR) complete blood count (CBC) white blood cell count (WBC with WBC differential) platelet count Varicella zoster virus antigen in tissue Varicella-zoster virus DNA)
TAKAYASU^S_ARTERITIS	Takayasu's arteritis; aortic arch syndrome; pulseless disease	(ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE ERYTHROCYTE_SEDIMENTATION_RATE COMPLETE_BLOOD_COUNT)	(elevated erythrocyte sedimentation rate erythrocyte sedimentation rate (ESR) complete blood count (CBC))
WEGENER^S_GRANULOMATOSIS	Wegener's granulomatosis	(ANTI_NEUTROPHIL_CYTOPLASMIC_ANTIBODY PANCA ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE ERYTHROCYTE_SEDIMENTATION_RATE COMPLETE_BLOOD_COUNT IGA_IN_SERUM IGG_IN_SERUM RHEUMATOID_FACTOR URINALYSIS CANCA)	(anti-neutrophil cytoplasmic antibody (ANCA) pANCA (anti-myeloperoxidase, anti-leukocyte elastase) elevated erythrocyte sedimentation rate erythrocyte sedimentation rate (ESR) complete blood count (CBC) IgA in serum IgG in serum rheumatoid factor (RF) urinalysis (UA) cANCA (anti-myeloblastin, anti-serine protease 3))
ANKYLOSING_SPONDYLITIS	ankylosing spondylitis (AS, Marie Strumpell disease, Bechterew's disease)	(ERYTHROCYTE_SEDIMENTATION_RATE C_REACTIVE_PROTEIN_IN_SERUM IGA_IN_SERUM SYNOVIAL_FLUID_ANALYSIS)	(erythrocyte sedimentation rate (ESR) C-reactive protein (CRP) in serum IgA in serum synovial fluid analysis)
ADULT_ONSET_STILL^S_DISEASE	adult-onset Still's disease	(COMPLETE_BLOOD_COUNT ERYTHROCYTE_SEDIMENTATION_RATE C_REACTIVE_PROTEIN_IN_SERUM LIVER_FUNCTION_TEST ALANINE_AMINOTRANSFERASE_IN_SERUM ASPARTATE_AMINOTRANSFERASE_IN_SERUM LACTATE_DEHYDROGENASE_IN_SERUM FERRITIN_IN_SERUM/PLASMA SEROLOGY)	(complete blood count (CBC) erythrocyte sedimentation rate (ESR) C-reactive protein (CRP) in serum liver (function) tests (LFT, liver panel, hepatic function panel) alanine aminotransferase (ALT) in serum (SGPT) aspartate aminotransferase (AST) in serum (SGOT) lactate dehydrogenase (LDH) in serum ferritin in serum/plasma serology)
JUVENILE_RHEUMATOID_ARTHRITIS	juvenile rheumatoid arthritis; juvenile idiopathic arthritis; Still's disease	(COMPLETE_BLOOD_COUNT ERYTHROCYTE_SEDIMENTATION_RATE C_REACTIVE_PROTEIN_IN_SERUM LIVER_FUNCTION_TEST ALANINE_AMINOTRANSFERASE_IN_SERUM ASPARTATE_AMINOTRANSFERASE_IN_SERUM LACTATE_DEHYDROGENASE_IN_SERUM FERRITIN_IN_SERUM/PLASMA SEROLOGY)	(complete blood count (CBC) erythrocyte sedimentation rate (ESR) C-reactive protein (CRP) in serum liver (function) tests (LFT, liver panel, hepatic function panel) alanine aminotransferase (ALT) in serum (SGPT) aspartate aminotransferase (AST) in serum (SGOT) lactate dehydrogenase (LDH) in serum ferritin in serum/plasma serology)
HASHIMOTO^S_THYROIDITIS	Hashimoto's thyroiditis; chronic lymphocytic thyroiditis; struma lymphomatosa; lymphadenoid goiter; primary myxedema	(ANTI_THYROID_PEROXIDASE_ANTIBODY THYROID_STIMULATING_HORMONE_IN_SERUM T3_TOTAL_IN_SERUM THYROXINE_IN_SERUM)	(anti-thyroid peroxidase (microsomal) antibody thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum T3 total in serum/plasma thyroxine [T4] (total) in serum)
PARANEOPLASTIC_LIMBIC_ENCEPHALITIS	paraneoplastic limbic encephalitis	(ANTI_NMDA_RECEPTOR_ANTIBODY ANTI_VGKC_ANTIBODY ANTI_HU_ANTIBODY ANTI_COLLAPSIN_RESPONSE_MEDIATOR_PROTEIN_5 CEREBROSPINAL_FLUID_ANALYSIS)	(anti-NMDA receptor antibody anti-Vgkc antibody anti-Hu antibody (type-1 ANNA) anti-collapsin response mediator protein-5 (anti-CRMP-5) cerebrospinal fluid analysis)
ANTI_NMDA_RECEPTOR_ENCEPHALITIS	anti-NMDA receptor encephalitis	(CEREBROSPINAL_FLUID_ANALYSIS PROTEIN_IN_CSF ANTI_NMDA_RECEPTOR_ANTIBODY)	(cerebrospinal fluid analysis protein in cerebrospinal fluid (CSF) anti-NMDA receptor antibody)
SUBACUTE_SCLEROSING_PANENCEPHALITIS	subacute sclerosing panencephalitis (Dawson disease)	(MEASLES_VIRUS_ANTIBODY_IN_SERUM)	(measles virus (rubeola) antibody in serum)
PROGRESSIVE_MULTIFOCAL_LEUKOENCEPHALOPATHY	progressive multifocal leukoencephalopathy (PML)	(CELL_COUNT SEROLOGY ELECTRON_MICROSCOPY POLYMERASE_CHAIN_REACTION)	(cell count serology electron microscopy (EM) polymerase chain reaction (PCR))
CRESCENTIC_GLOMERULONEPHRITIS	crescentic glomerulonephritis (rapidly progressive glomerulonephritis)	(URINALYSIS GRANULAR_CAST ERYTHROCYTE_CAST MICROSCOPY 24_HOUR_URINE ANTI_NEUTROPHIL_CYTOPLASMIC_ANTIBODY PANCA CANCA)	(urinalysis (UA) granular cast erythrocyte cast (RBC cast) microscopy 24 hour urine anti-neutrophil cytoplasmic antibody (ANCA) pANCA (anti-myeloperoxidase, anti-leukocyte elastase) cANCA (anti-myeloblastin, anti-serine protease 3))
POSTINFECTIOUS_GLOMERULONEPHRITIS	postinfectious glomerulonephritis	(COMPLEMENT_C3_IN_SERUM URINALYSIS ERYTHROCYTE_CAST)	(complement C3 in serum urinalysis (UA) erythrocyte cast (RBC cast))
MEMBRANOPROLIFERATIVE_GLOMERULONEPHRITIS	membranoproliferative glomerulonephritis	(URINALYSIS ERYTHROCYTE_CAST 24_HOUR_URINE COMPLEMENT_C3_IN_SERUM ANTI_STREPTOLYSIN_O_IN_BODY_FLUID)	(urinalysis (UA) erythrocyte cast (RBC cast) 24 hour urine complement C3 in serum anti-streptolysin O in body fluid)
MEMBRANOUS_GLOMERULONEPHRITIS	membranous glomerulonephritis; mesangiocapillary glomerulonephritis (membranous nephropathy)	(24_HOUR_URINE CREATININE_CLEARANCE URINALYSIS MICROSCOPY HEPATITIS_PROFILE NUCLEAR_ANTIBODY_IN_BODY_FLUID PLA2R_ANTIBODY_IN_SERUM)	(24 hour urine creatinine clearance urinalysis (UA) microscopy hepatitis profile (serology) nuclear antibody in body fluid secretory phospholipase A2 receptor (PLA2R) antibody (IgG) in serum)
ANTI_GLOMERULAR_BASEMENT_MEMBRANE_DISEASE	anti-glomerular basement membrane [GBM] disease	(URINALYSIS ANTI_GLOMERULAR_BASEMENT_MEMBRANE_ANTIBODY)	(urinalysis (UA) anti-glomerular basement membrane (GBM) antibody)
IMMUNE_TOLERANT_CHRONIC_HEPATITIS_B	immune-tolerant chronic hepatitis B	(HEPATITIS_B_SURFACE_ANTIGEN_IN_SERUM HEPATITIS_B_E_ANTIGEN_IN_SERUM HEPATITIS_B_E_ANTIBODY)	(hepatitis B surface antigen in serum (HBsAg) hepatitis B e antigen in serum (HBeAg) hepatitis B e antibody (HBeAb))
CHRONIC_ACTIVE_HEPATITIS_B	chronic active hepatitis B	(HEPATITIS_B_SURFACE_ANTIGEN_IN_SERUM HEPATITIS_B_CORE_ANTIGEN_IGG HEPATITIS_B_E_ANTIGEN_IN_SERUM HEPATITIS_B_E_ANTIBODY)	(hepatitis B surface antigen in serum (HBsAg) hepatitis B core antigen IgG hepatitis B e antigen in serum (HBeAg) hepatitis B e antibody (HBeAb))
CROHN^S_DISEASE	Crohn's disease; terminal ileitis; regional enteritis; granulomatous enteritis; chronic cicatrizing enteritis	(COMPLETE_BLOOD_COUNT ELECTROLYTE_PANEL CREATININE_IN_SERUM/PLASMA BICARBONATE_IN_SERUM LIVER_FUNCTION_TEST VITAMIN_B12_IN_SERUM/PLASMA ALBUMIN_IN_SERUM FECAL_LEUKOCYTES FECAL_OCCULT_BLOOD OVA&PARASITES CULTURE BLOOD_CULTURE ERYTHROCYTE_SEDIMENTATION_RATE SACCHAROMYCES_CEREVISIAE_IGG/IGA_IN_SERUM ANTI_CBIR_ANTIBODY ANTI_LAMINARIBIOSIDE_ANTIBODY ANTI_CHITOBIOSIDE_ANTIBODY ANTI_MANNAN_ANTIBODY ANTI_NEUTROPHIL_CYTOPLASMIC_ANTIBODY PANCA)	(complete blood count (CBC) electrolyte panel creatinine in serum/plasma bicarbonate (HCO3-) in serum liver (function) tests (LFT, liver panel, hepatic function panel) vitamin B12 in serum/plasma albumin in serum fecal leukocytes fecal occult blood; fecal immunochemical testing; fecal immunofluorescence testing (FOB, FIT, iFOBT, ColonCARE, Hemoccult, ICT, InSure) ova & parasites (O & P) culture blood culture erythrocyte sedimentation rate (ESR) Saccharomyces cerevisiae IgG/AgA in serum anti-CBir (flagellin) antibody anti-laminaribioside antibody anti-chitobioside antibody anti-mannan antibody anti-neutrophil cytoplasmic antibody (ANCA) pANCA (anti-myeloperoxidase, anti-leukocyte elastase))
ULCERATIVE_COLITIS	ulcerative colitis	(COMPLETE_BLOOD_COUNT ELECTROLYTE_PANEL CREATININE_IN_SERUM/PLASMA BICARBONATE_IN_SERUM LIVER_FUNCTION_TEST TRANSFERRIN_IN_SERUM ALBUMIN_IN_SERUM ERYTHROCYTE_SEDIMENTATION_RATE FECAL_LEUKOCYTES FECAL_OCCULT_BLOOD OVA&PARASITES YERSINIA_CULTURE_FROM_STOOL STOOL_CULTURE BLOOD_CULTURE SACCHAROMYCES_CEREVISIAE_IGG/IGA_IN_SERUM ANTI_NEUTROPHIL_CYTOPLASMIC_ANTIBODY PANCA)	(complete blood count (CBC) electrolyte panel creatinine in serum/plasma bicarbonate (HCO3-) in serum liver (function) tests (LFT, liver panel, hepatic function panel) transferrin in serum albumin in serum erythrocyte sedimentation rate (ESR) fecal leukocytes fecal occult blood; fecal immunochemical testing; fecal immunofluorescence testing (FOB, FIT, iFOBT, ColonCARE, Hemoccult, ICT, InSure) ova & parasites (O & P) Yersinia culture from stool culture of stool for enteric pathogens blood culture Saccharomyces cerevisiae IgG/AgA in serum anti-neutrophil cytoplasmic antibody (ANCA) pANCA (anti-myeloperoxidase, anti-leukocyte elastase))
BETA_THALASSEMIA_MINOR	beta thalassemia minor	(HEMOGLOBIN_ELECTROPHORESIS PERIPHERAL_BLOOD_SMEAR COMPLETE_BLOOD_COUNT RED_CELL_DISTRIBUTION_WIDTH)	(hemoglobin electrophoresis peripheral blood smear complete blood count (CBC) red cell distribution width (RDW))
BETA_THALASSEMIA_INTERMEDIA	beta thalassemia intermedia	(HEMOGLOBIN_ELECTROPHORESIS PERIPHERAL_BLOOD_SMEAR COMPLETE_BLOOD_COUNT)	(hemoglobin electrophoresis peripheral blood smear complete blood count (CBC))
BETA_THALASSEMIA_MAJOR	beta thalassemia major (Cooley's anemia)	(COMPLETE_BLOOD_COUNT HEMOGLOBIN_IN_BLOOD HEMOGLOBIN_ELECTROPHORESIS LACTATE_DEHYDROGENASE_IN_SERUM BILIRUBIN_TOTAL_IN_SERUM)	(complete blood count (CBC) hemoglobin (Hgb) in blood hemoglobin electrophoresis lactate dehydrogenase (LDH) in serum bilirubin (total) in serum (TBIL))
FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS	focal segmental glomerulosclerosis	(RENAL_FUNCTION_TEST UREA_NITROGEN_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA URINALYSIS 24_HOUR_URINE_PROTEIN ELECTRON_MICROSCOPY)	(renal function tests; renal function panel urea nitrogen in serum/plasma creatinine in serum/plasma urinalysis (UA) 24 hour urine protein electron microscopy (EM))
COLLAPSING_GLOMERULOPATHY	collapsing glomerulopathy; collapsing glomerulonephropathy	(CHEMISTRY_8_PANEL SODIUM_IN_SERUM UREA_NITROGEN_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA CALCIUM_IN_SERUM/PLASMA IONIZED_CA+2_IN_SERUM/PLASMA/BLOOD ALBUMIN_IN_SERUM COMPLETE_BLOOD_COUNT WHITE_BLOOD_CELL_COUNT URINALYSIS FATTY_CAST PROTEIN_IN_URINE 24_HOUR_URINE_PROTEIN FRACTIONAL_EXCRETION_OF_SODIUM NUCLEAR_ANTIBODY_IN_BODY_FLUID SERUM_PROTEIN_ELECTROPHORESIS HEPATITIS_B_SURFACE_ANTIGEN_IN_SERUM HEPATITIS_C_SEROLOGY ANTI_STREPTOLYSIN_O_IN_SERUM THROAT_CULTURE)	(chemistry 8 panel (basic metabolic panel, BMP, basic chemistry panel) sodium (Na+) in serum urea nitrogen in serum/plasma creatinine in serum/plasma calcium (Ca+2) in serum/plasma/blood ionized Ca+2 in serum/plasma/blood albumin in serum complete blood count (CBC) white blood cell count (WBC with WBC differential) urinalysis (UA) fatty cast protein in urine 24 hour urine protein fractional excretion of sodium (FENA) nuclear antibody in body fluid serum protein electrophoresis (SPE) hepatitis B surface antigen in serum (HBsAg) hepatitis C virus (HCV) serology anti-streptolysin O (ASO) in serum throat culture)
POSTSTREPTOCOCCAL_GLOMERULONEPHRITIS	post-streptococcal glomerulonephritis	(URINALYSIS FRACTIONAL_EXCRETION_OF_SODIUM COMPLEMENT_C3_IN_SERUM CH50_ASSAY ANTI_STREPTOLYSIN_O_IN_BODY_FLUID DEOXYRIBONUCLEASE_ANTIBODY)	(urinalysis (UA) fractional excretion of sodium (FENA) complement C3 in serum CH50 Assay (serum) anti-streptolysin O in body fluid deoxribonuclease antibody (anti-DNAse))
GOODPASTURE^S_SYNDROME	Goodpasture's syndrome	(URINALYSIS ANTI_GLOMERULAR_BASEMENT_MEMBRANE_ANTIBODY SEROLOGY PANCA)	(urinalysis (UA) anti-glomerular basement membrane (GBM) antibody serology pANCA (anti-myeloperoxidase, anti-leukocyte elastase))
