disease	name	symptoms	symptomNames
ACUTE_DISSEMINATED_ENCEPHALOMYELITIS	acute disseminated encephalomyelitis (ADEM)	(FEVER HEADACHE)	(fever headache)
PARANEOPLASTIC_ENCEPHALOMYELITIS_SENSORY_NEUROPATHY	paraneoplastic encephalomyelitis sensory neuropathy	(LOSS_OF_SENSATION DEMENTIA)	(loss of sensation dementia)
NOONAN^S_SYNDROME	Noonan's syndrome	(DEAFNESS ANOMALY HYPERTELORISM SHORT_STATURE)	(deafness anomaly hypertelorism short stature)
CRI_DU_CHAT_SYNDROME	cri-du-chat (cry of the cat, chromosomal 5p deletion) syndrome	(VENTRICULAR_SEPTAL_DEFECT MENTAL_RETARDATION HYPOTONIA MICROGNATHIA HYPERTELORISM MICROCEPHALY)	(ventricular septal defect mental retardation; developmental intellectual disorder hypotonia micrognathia hypertelorism microcephaly)
INCONTINENTIA_PIGMENTI	incontinentia pigmenti; Bloch-Sulzberger syndrome; familial incontinentia pigmenti type II	(HYPODONTIA CATARACTS STRABISMUS MENTAL_RETARDATION PARALYSIS MUSCLE_SPASM SEIZURE HYPERPIGMENTATION)	(hypodontia cataracts strabismus mental retardation; developmental intellectual disorder paralysis muscle spasm seizure; epileptic seizure hyperpigmentation)
LAWRENCE_MOON_SYNDROME	Lawrence-Moon syndrome	(SHORT_STATURE ATAXIA SPASTIC_PARAPLEGIA MENTAL_RETARDATION RETINITIS_PIGMENTOSA)	(short stature ataxia spastic paraplegia mental retardation; developmental intellectual disorder retinitis pigmentosa (RP))
WEYERS_ACRODENTAL_DYSOSTOSIS	Weyers acrofacial dysostosis (Curry-Hall syndrome)	(DYSOSTOSIS SHORT_STATURE POSTAXIAL_POLYDACTYLY)	(dysostosis (dysosteogenesis) short stature postaxial polydactyly)
ELLIS_VAN_CREVELD_SYNDROME	Ellis-van Creveld syndrome (chondroectodermal dysplasia)	(CONGENITAL_HEART_DEFECT POSTAXIAL_POLYDACTYLY)	(congenital heart defect postaxial polydactyly)
WILLIAMS_SYNDROME	Williams-Beuren syndrome	(HOARSENESS HYPERTENSION MENTAL_RETARDATION)	(hoarseness hypertension (HTN, high blood pressure, HBP) mental retardation; developmental intellectual disorder)
ECTRODACTYLY_ECTODERMAL_DYSPLASIA_CLEFT_LIP/PALATE_SYNDROME	ectrodactyly, ectodermal dysplasia, cleft lip/palate syndrome (EEC syndrome)	(CONDUCTIVE_HEARING_LOSS)	(conductive hearing loss)
AARSKOG_SYNDROME	Aarskog-Scott syndrome; faciogenital dysplasia; faciodigitogenital syndrome	(HEPATOMEGALY HYPERMOBILITY PES_PLANUS OSTEOCHONDRITIS_DISSECANS SYNDACTYLY CLINODACTYLY BRACHYDACTYLY CLEFT_PALATE CLEFT_LIP ASTIGMATISM STRABISMUS OPHTHALMOPLEGIA BLEPHAROPTOSIS HYPERTELORISM ANOMALY SHORT_STATURE)	(hepatomegaly hypermobility pes planus osteochondritis dissecans (OCD) syndactyly clinodactyly brachydactyly cleft palate cleft lip astigmatism strabismus ophthalmoplegia (ophthalmoparesis) blepharoptosis; ptosis; lid lag hypertelorism anomaly short stature)
PALLISTER_HALL_SYNDROME	Pallister-Hall syndrome	(CONGENITAL_HEART_DEFECT CLEFT_PALATE MICROGNATHIA RENAL_APLASIA POLYDACTYLY HYPOPITUITARISM)	(congenital heart defect cleft palate micrognathia renal aplasia/agenesis polydactyly hypopituitarism)
PRUNE_BELLY_SYNDROME	prune belly syndrome (Eagle-Barrett syndrome)	(OLIGOHYDRAMNIOS PULMONARY_HYPOPLASIA VESICOURETERAL_REFLUX)	(oligohydramnios pulmonary hypoplasia vesicoureteral reflux)
NEU_LAXOVA_SYNDROME	Neu-Laxova syndrome	(PULMONARY_HYPOPLASIA SYNDACTYLY CLINODACTYLY CAMPTODACTYLY DANDY_WALKER_MALFORMATION HYDROCEPHALUS RETROGNATHIA CATARACTS ECTROPION EXOPHTHALMOS HYPERTELORISM MICROCEPHALY POLYHYDRAMNIOS PLEURAL_EFFUSION MUSCULAR_ATROPHY EDEMA)	(pulmonary hypoplasia syndactyly clinodactyly camptodactyly Dandy-Walker malformation hydrocephalus retrognathia cataracts ectropion exophthalmos (proptosis) hypertelorism microcephaly polyhydramnios (hydramnios) pleural effusion muscle atrophy (amyotrophy) edema (swelling))
HOLT_ORAM_SYNDROME	Holt-Oram syndrome; heart-hand syndrome	(ATRIAL_SEPTAL_DEFECT)	(atrial septal defect (ASD))
PSEUDOTRISOMY_13_SYNDROME	pseudotrisomy 13 syndrome	(ANOMALY CONGENITAL_HEART_DEFECT POLYDACTYLY)	(anomaly congenital heart defect polydactyly)
TRISOMY_13	trisomy 13	(MENTAL_RETARDATION POLYDACTYLY)	(mental retardation; developmental intellectual disorder polydactyly)
TRISOMY_18	trisomy 18	(MENTAL_RETARDATION)	(mental retardation; developmental intellectual disorder)
DOWN^S_SYNDROME	Down's syndrome	(EMOTIONAL_LABILITY BALANCE_DISORDER INSOMNIA DEMENTIA MENTAL_RETARDATION HYPOTONIA)	(emotional lability; asthenic disorder balance disorder insomnia dementia mental retardation; developmental intellectual disorder hypotonia)
MCCUNE_ALBRIGHT_SYNDROME	McCune-Albright syndrome	(DEAFNESS BLINDNESS)	(deafness blindness)
BECKWITH_WIEDEMANN_SYNDROME	Beckwith-Wiedemann; exomphalos-macroglossia-gigantism syndrome	(OMPHALOCELE)	(omphalocele)
WALKER_WARBURG_SYNDROME	Walker-Warburg syndrome; hydrocephalus, agyria & retinal dysplasia; Hard syndrome; Chemke syndrome; Pagon syndrome; cerebroocular dysplasia-muscular dystrophy syndrome	(MENTAL_RETARDATION HYDROCEPHALUS)	(mental retardation; developmental intellectual disorder hydrocephalus)
MILLER_DIEKER_LISSENCEPHALY_SYNDROME	Miller-Dieker lissencephaly syndrome	(MICROGNATHIA ANOMALY MICROCEPHALY)	(micrognathia anomaly microcephaly)
KALLMANN_SYNDROME	Kallmann syndrome; hypogonadotropic hypogonadism & anosmia	(CLEFT_LIP ANOSMIA HYPOSMIA)	(cleft lip anosmia hyposmia)
PARKINSON^S_DISEASE	Parkinson's disease (paralysis agitans)	(REFLEX PARKINSON^S_DEMENTIA COUGH DYSPHAGIA HYPOPHONIA DYSARTHRIA HYPOSMIA PAIN DYSPNEA SIALORRHEA HYPERHIDROSIS URINARY_URGENCY URINARY_FREQUENCY DIARRHEA ORTHOSTATIC_HYPOTENSION RESTLESSNESS RIGIDITY HYPERSOMNIA ANOSMIA ANXIETY FATIGUE DIZZINESS DEPRESSION HYPOTENSION CONSTIPATION ERECTILE_DYSFUNCTION TREMOR)	(reflex Parkinson's dementia cough dysphagia (swallowing disorder) hypophonia dysarthria hyposmia pain [odyn-] dyspnea (shortness of breath {SOB}) sialorrhea hyperhidrosis urinary urgency urinary frequency diarrhea orthostatic hypotension (postural tachycardia syndrome, POTS, Bradbury-Eggleston Syndrome) restlessness rigidity hypersomnia (hypersomnolence, excessive sleepiness) anosmia anxiety fatigue; lassitude; tiredness dizziness depression hypotension constipation erectile dysfunction (ED) tremor)
KUFOR_RAKEB_SYNDROME	Kufor-Rakeb syndrome (Parkinson disease-9)	(DEMENTIA)	(dementia)
JERVELL&LANGE_NIELSEN_SYNDROME	Jervell & Lange-Nielsen syndrome	(VENTRICULAR_ARRHYTHMIA DEAFNESS)	(ventricular arrhythmia deafness)
ATELOSTEOGENESIS_TYPE_II	atelosteogenesis type II (neonatal osseous dysplasia I)	(APNEA PULMONARY_HYPOPLASIA PATENT_DUCTUS_ARTERIOSUS PATENT_FORAMEN_OVALE CLEFT_PALATE CLUBFOOT MICROMELIA ANOMALY)	(apnea pulmonary hypoplasia patent ductus arteriosus patent foramen ovale (PFO) cleft palate clubfoot (talipes equinovarus) micromelia (nanomelia) anomaly)
FANCONI_SYNDROME	Fanconi renotubular syndrome	(PAIN GROWTH_RETARDATION POLYDIPSIA)	(pain [odyn-] growth retardation polydipsia)
GITELMAN_SYNDROME	Gitelman syndrome	(FEVER TETANY VOMITING ABDOMINAL_PAIN MUSCLE_WEAKNESS)	(fever tetany vomiting abdominal pain muscle weakness)
BARDET_BIEDL_SYNDROME	Bardet-Biedl syndrome	(MENTAL_RETARDATION POLYDACTYLY RETINITIS_PIGMENTOSA OBESITY)	(mental retardation; developmental intellectual disorder polydactyly retinitis pigmentosa (RP) obesity)
ALSTROM_SYNDROME	Alstrom syndrome	(SHORT_STATURE OBESITY)	(short stature obesity)
LETTERER_SIWE_SYNDROME	Letterer-Siwe syndrome	(PURPURA PETECHIAE HEPATOSPLENOMEGALY)	(purpura petechia hepatosplenomegaly)
OSLER_WEBER_RENDU_SYNDROME	Osler-Weber-Rendu syndrome (hereditary hemorrhagic telangiectasia type 1)	(BRUIT CONTINUOUS_MURMUR CLUBBED_FINGERS CYANOSIS EPISTAXIS HEMOPTYSIS DYSPNEA UPPER_GASTROINTESTINAL_HEMORRHAGE)	(bruit continuous murmur clubbed fingers; clubbing (Hippocratic fingers) cyanosis epistaxis (nose bleed) hemoptysis dyspnea (shortness of breath {SOB}) upper gastrointestinal hemorrhage)
PSEUDOXANTHOMA_ELASTICUM	pseudoxanthoma elasticum (Gronold-Strandberg syndrome)	(RETINAL_HEMORRHAGE MACULAR_DEGENERATION)	(retinal hemorrhage (RHe) macular degeneration)
TIETZ_SYNDROME	Tietz albinism-deafness syndrome	(DEAFNESS ALBINISM HYPOPIGMENTATION)	(deafness albinism hypopigmentation)
USHER_SYNDROME	Usher syndrome	(HEARING_LOSS BLINDNESS RETINITIS_PIGMENTOSA)	(hearing loss (hearing impairment, hard of hearing, HOH) blindness retinitis pigmentosa (RP))
WAARDENBURG_SYNDROME	Waardenburg syndrome	(SENSORINEURAL_HEARING_LOSS)	(sensorineural hearing loss)
SMITH_LEMLI_OPITZ_SYNDROME	Smith-Lemli-Opitz syndrome (SLOS, SLO syndrome, RSH syndrome)	(MENTAL_RETARDATION)	(mental retardation; developmental intellectual disorder)
SCHWARTZ_JAMPEL_SYNDROME	Schwartz-Jampel syndrome (SJS1)	(SHORT_STATURE MYOTONIA)	(short stature myotonia)
STICKLER_SYNDROME	Stickler syndrome or hereditary progressive arthroophthalmopathy	(HEARING_LOSS PLATYSPONDYLY UVEITIS STRABISMUS MYOPIA CATARACTS SENSORINEURAL_HEARING_LOSS)	(hearing loss (hearing impairment, hard of hearing, HOH) platyspondyly (platyspondylisis) uveitis strabismus myopia cataracts sensorineural hearing loss)
STICKLER_SYNDROME/COL9A2_MUTATION	Stickler syndrome/COL9A2 mutation associated (type 5)	(MYOPIA SENSORINEURAL_HEARING_LOSS)	(myopia sensorineural hearing loss)
STICKLER_SYNDROME/COL9A1_MUTATION	Stickler syndrome/COL9A1 mutation associated	(HEARING_LOSS PLATYSPONDYLY UVEITIS STRABISMUS MYOPIA CATARACTS SENSORINEURAL_HEARING_LOSS)	(hearing loss (hearing impairment, hard of hearing, HOH) platyspondyly (platyspondylisis) uveitis strabismus myopia cataracts sensorineural hearing loss)
STICKLER_SYNDROME/COL11A2_MUTATION	Stickler syndrome/COL11A2 mutation associated (type 3)	(HEARING_LOSS SENSORINEURAL_HEARING_LOSS PLATYSPONDYLY)	(hearing loss (hearing impairment, hard of hearing, HOH) sensorineural hearing loss platyspondyly (platyspondylisis))
STICKLER_SYNDROME/COL11A1_MUTATION	Stickler syndrome/COL11A1 mutation associated (type 2)	(UVEITIS MYOPIA STRABISMUS CATARACTS HEARING_LOSS SENSORINEURAL_HEARING_LOSS PLATYSPONDYLY)	(uveitis myopia strabismus cataracts hearing loss (hearing impairment, hard of hearing, HOH) sensorineural hearing loss platyspondyly (platyspondylisis))
STICKLER_SYNDROME/COL2A1_MUTATION	Stickler syndrome type 1	(HEARING_LOSS PLATYSPONDYLY MICROGNATHIA CLEFT_PALATE SENSORINEURAL_HEARING_LOSS UVEITIS STRABISMUS MYOPIA CATARACTS)	(hearing loss (hearing impairment, hard of hearing, HOH) platyspondyly (platyspondylisis) micrognathia cleft palate sensorineural hearing loss uveitis strabismus myopia cataracts)
RUBINSTEIN_TAYBI_SYNDROME	Rubinstein-Taybi syndrome	(ANOMALY PATENT_DUCTUS_ARTERIOSUS MENTAL_RETARDATION)	(anomaly patent ductus arteriosus mental retardation; developmental intellectual disorder)
COHEN_SYNDROME	Cohen syndrome; Pepper syndrome; cerebral obesity ocular skeletal syndrome	(MENTAL_RETARDATION COGNITIVE_IMPAIRMENT HYPOTONIA OBESITY)	(mental retardation; developmental intellectual disorder cognitive impairment hypotonia obesity)
HERMANSKY_PUDLAK_SYNDROME	Hermansky-Pudlak syndrome	(HEMORRHAGE EPISTAXIS INFLAMMATORY_BOWEL_DISEASE BLINDNESS VISUAL_IMPAIRMENT BLURRY_VISION OCULOCUTANEOUS_ALBINISM)	(hemorrhage (bleeding) epistaxis (nose bleed) inflammatory bowel disease blindness visual impairment blurry vision (decreased visual acuity, DVA) oculocutaneous albinism)
GRISCELLI_SYNDROME	Griscelli syndrome	(LEUKODERMA)	(leukoderma (hypomelanosis))
CHEDIAK_HIGASHI_SYNDROME	Chediak-Higashi syndrome	(HEMORRHAGE PHOTOPHOBIA MENTAL_RETARDATION NYSTAGMUS OCULOCUTANEOUS_ALBINISM)	(hemorrhage (bleeding) photophobia mental retardation; developmental intellectual disorder nystagmus oculocutaneous albinism)
PRADER_WILLI_SYNDROME	Prader-Willi syndrome	(OBESITY SHORT_STATURE MENTAL_RETARDATION)	(obesity short stature mental retardation; developmental intellectual disorder)
ANGELMAN_SYNDROME	Angelman syndrome (happy puppet syndrome)	(SEIZURE ATAXIA MENTAL_RETARDATION)	(seizure; epileptic seizure ataxia mental retardation; developmental intellectual disorder)
MANDIBULOACRAL_DYSPLASIA	mandibuloacral dysplasia (MAD)	(ATROPHY ALOPECIA)	(atrophy alopecia (hair loss, balding))
HUTCHINSON_GILFORD_SYNDROME	Hutchinson-Gilford progeria syndrome	(CONDUCTIVE_HEARING_LOSS ALOPECIA SCLEROSIS SENILITY GROWTH_RETARDATION)	(conductive hearing loss alopecia (hair loss, balding) sclerosis senility growth retardation)
WERNER_SYNDROME	Werner syndrome	(CATARACTS HYPERKERATOSIS ATROPHY SCLERODERMA)	(cataracts hyperkeratosis atrophy scleroderma (systemic sclerosis))
TRICHOTHIODYSTROPHY	trichothiodystrophy (TTD)	(PHOTOSENSITIVITY MENTAL_RETARDATION)	(photosensitivity mental retardation; developmental intellectual disorder)
COCKAYNE_SYNDROME	Cockayne syndrome	(TREMOR CYANOSIS MENTAL_RETARDATION SENSORINEURAL_HEARING_LOSS CATARACTS CACHEXIA SENILITY ATROPHY HYPERPIGMENTATION PHOTOSENSITIVITY)	(tremor cyanosis mental retardation; developmental intellectual disorder sensorineural hearing loss cataracts cachexia senility atrophy hyperpigmentation photosensitivity)
FAMILIAL_PERIODIC_PARALYSIS	familial periodic paralysis (hyperkalemic, normokalemic, hypokalemic, HYPP, NKPP, HYPOPP)	(THIRST HEADACHE WEAKNESS PARALYSIS GENERALIZED_MUSCLE_WEAKNESS)	(thirst headache weakness paralysis generalized muscle weakness)
LEIGH^S_DISEASE	Leigh syndrome; infantile subacute necrotizing encephalopathy of Leigh	(CHEYNE_STOKES_RESPIRATION DYSPNEA APNEA HYPERVENTILATION BLINDNESS BABINSKI^S_SIGN ATAXIA TREMOR HYPOTONIA WEAKNESS)	(Cheyne-Stokes respiration (includes: high altitude periodic breathing) dyspnea (shortness of breath {SOB}) apnea hyperventilation blindness Babinski's sign ataxia tremor hypotonia weakness)
MCKUSICK_KAUFMAN_SYNDROME	McKusick-Kaufman syndrome (hydrometrocolpos syndrome, hydrometrocolpos, postaxial polydactyly, & congenital heart malformation)	(CONGENITAL_HEART_DEFECT POSTAXIAL_POLYDACTYLY HYDROMETROCOLPOS)	(congenital heart defect postaxial polydactyly hydrometrocolpos)
MELEDA_DISEASE	Meleda disease; mal de meleda; keratosis palmoplantaris transgradiens	(ERYTHEMA BRACHYDACTYLY HYPERHIDROSIS)	(erythema brachydactyly hyperhidrosis)
CILIARY_DYSKINESIA	ciliary dyskinesia; immotile cilia syndrome (Kartagener's syndrome)	(SITUS_INVERSUS MASTOIDITIS DEAFNESS)	(situs inversus mastoiditis deafness)
ALPHA_1_ANTITRYPSIN_DEFICIENCY	alpha-1 antitrypsin deficiency	(PANNICULITIS CHOLESTATIC_HEPATITIS EMPHYSEMA PULMONARY_EMPHYSEMA SIGN/SYMPTOM)	(panniculitis cholestatic hepatitis emphysema pulmonary emphysema sign/symptom)
WAGR_SYNDROME	WAGR syndrome; Wilms tumor-aniridia-genitourinary anomalies-mental retardation	(OBESITY MENTAL_RETARDATION)	(obesity mental retardation; developmental intellectual disorder)
NEVOID_BASAL_CELL_CARCINOMA_SYNDROME	nevoid basal cell carcinoma syndrome; basal cell nevus syndrome; Gorlin-Goltz syndrome	(SYNDACTYLY POLYDACTYLY CATARACTS HYDROCEPHALUS CONGENITAL_ANOMALY BLINDNESS HYPERTELORISM STRABISMUS)	(syndactyly polydactyly cataracts hydrocephalus congenital anomaly (birth defect) blindness hypertelorism strabismus)
STURGE_WEBER_SYNDROME	Sturge-Weber syndrome (encephalotrigeminal angiomatosis)	(PALSY MENTAL_RETARDATION EPILEPSY HEMIPARESIS)	(palsy mental retardation; developmental intellectual disorder epilepsy hemiparesis)
HEREDITARY_PERIODIC_FEVER_SYNDROME	hereditary periodic fever syndrome; periodic fevers; recurrent fever syndrome; familial autoinflammatory disease	(RASH PAIN ARTHRALGIA FEVER)	(rash pain [odyn-] arthralgia fever)
FAMILIAL_HIBERNIAN_FEVER	familial hibernian fever (FHF); tumor necrosis factor (TNF) receptor-associated periodic syndrome (TRAPS)	(PERIORBITAL_EDEMA CONJUNCTIVITIS ARTHRITIS MYOCARDITIS PLEURITIS MYALGIA RASH ABDOMINAL_PAIN RECURRENT_FEVER)	(periorbital edema conjunctivitis arthritis myocarditis pleuritis (pleurisy) myalgia (muscle pain) rash abdominal pain recurrent fever)
HYPER_IGD_SYNDROME	hyper IgD syndrome; hyperimmunoglobulinemia D & periodic fever syndrome; HIDS	(CUTANEOUS_LEUKOCYTOCLASTIC_VASCULITIS VOMITING ABDOMINAL_PAIN FEVER DIARRHEA ARTHRITIS LYMPHADENOPATHY RASH)	(cutaneous leukocytoclastic vasculitis; predominantly cutaneous vasculitis vomiting abdominal pain fever diarrhea arthritis lymphadenopathy rash)
MUCKLE_WELLS_SYNDROME	Muckle-Wells syndrome (MWS)	(SENSORINEURAL_HEARING_LOSS CONJUNCTIVITIS ABDOMINAL_PAIN ARTHRALGIA OLIGOARTICULAR_ARTHRITIS URTICARIA FEVER)	(sensorineural hearing loss conjunctivitis abdominal pain arthralgia oligoarticular arthritis urticaria (hives) fever)
CRYOPYRIN_ASSOCIATED_PERIODIC_SYNDROME	cryopyrin associated periodic syndrome (CAPS)	(VISUAL_IMPAIRMENT MENTAL_RETARDATION DEAFNESS FATIGUE ARTHRALGIA FEVER CHILLS RASH)	(visual impairment mental retardation; developmental intellectual disorder deafness fatigue; lassitude; tiredness arthralgia fever chills/rigors rash)
FAMILIAL_COLD_AUTOINFLAMMATORY_SYNDROME	familial cold autoinflammatory syndrome (FCAS)	(HEADACHE NAUSEA RASH FEVER ARTHRALGIA CONJUNCTIVITIS)	(headache nausea rash fever arthralgia conjunctivitis)
NEONATAL_ONSET_MULTISYSTEM_INFLAMMATORY_DISEASE	neonatal-onset multisystem inflammatory disease (NOMID); chronic infantile neurologic cutaneous articular syndrome	(SHORT_STATURE HEPATOSPLENOMEGALY INFLAMMATION RECURRENT_FEVER SENSORINEURAL_HEARING_LOSS MENTAL_RETARDATION PAPILLEDEMA SEIZURE ATROPHY INCREASED_INTRACRANIAL_PRESSURE ASEPTIC_MENINGITIS RASH URTICARIA)	(short stature hepatosplenomegaly inflammation recurrent fever sensorineural hearing loss mental retardation; developmental intellectual disorder papilledema seizure; epileptic seizure atrophy increased intracranial pressure (ICP) aseptic meningitis rash urticaria (hives))
PHOSPHOSERINE_PHOSPHATASE_DEFICIENCY	phosphoserine phosphatase deficiency	(GROWTH_RETARDATION)	(growth retardation)
MASP2_DEFICIENCY	MASP2 deficiency	(INFLAMMATION)	(inflammation)
PYRUVATE_KINASE_DEFICIENCY	pyruvate kinase deficiency	(PALLOR FATIGUE JAUNDICE)	(pallor fatigue; lassitude; tiredness jaundice (icterus))
GALACTOSE_INTOLERANCE	galactose intolerance	(WEIGHT_LOSS VOMITING DIARRHEA)	(weight loss vomiting diarrhea)
CONGENITAL_LACTASE_DEFICIENCY	congenital lactase deficiency; hereditary alactasia; disaccharide intolerance 2	(DIARRHEA)	(diarrhea)
GLUT1_DEFICIENCY_SYNDROME	GLUT1 deficiency syndrome	(MICROCEPHALY SEIZURE)	(microcephaly seizure; epileptic seizure)
NAGA_DEFICIENCY	Naga deficiency (Schindler disease, Kanzaki disease)	(HYPOTONIA EPILEPSY FEVER DYSTROPHY)	(hypotonia epilepsy fever dystrophy)
ASPARTYLGLUCOSAMINURIA	aspartylglucosaminuria	(MENTAL_RETARDATION)	(mental retardation; developmental intellectual disorder)
FUMARASE_DEFICIENCY	fumarase deficiency (fumaric aciduria)	(HYPOTONIA)	(hypotonia)
TRIOSEPHOSPHATE_ISOMERASE_DEFICIENCY	triosephosphate isomerase deficiency (TPI deficiency)	(HEMOLYTIC_ANEMIA NEONATAL_JAUNDICE)	(hemolytic anemia neonatal jaundice)
GLYCOSYLPHOSPHATIDYLINOSITOL_DEFICIENCY	glycosylphosphatidylinositol deficiency	(SEIZURE VENOUS_THROMBOSIS)	(seizure; epileptic seizure venous thrombosis)
CONGENITAL_GLUCOSE_GALACTOSE_MALABSORPTION	congenital glucose/galactose malabsorption	(DIARRHEA)	(diarrhea)
PHOSPHOGLYCERATE_DEHYDROGENASE_DEFICIENCY	phosphoglycerate dehydrogenase deficiency	(SEIZURE MICROCEPHALY)	(seizure; epileptic seizure microcephaly)
CONGENITAL_DISORDER_OF_GLYCOSYLATION	congenital disorder of glycosylation	(HYPOTONIA MENTAL_RETARDATION)	(hypotonia mental retardation; developmental intellectual disorder)
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1A	congenital disorder of glycosylation type 1A; carbohydrate-deficient glycoprotein syndrome type 1A; Jaeken syndrome	(RETINITIS_PIGMENTOSA HYPOTONIA)	(retinitis pigmentosa (RP) hypotonia)
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1C	congenital disorder of glycosylation type 1C; carbohydrate-deficient glycoprotein syndrome type V	(MENTAL_RETARDATION HYPOTONIA)	(mental retardation; developmental intellectual disorder hypotonia)
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1D	congenital disorder of glycosylation 1D (CDG-1D); carbohydrate-deficient glycoprotein syndrome type 4 (CDGS4)	(MENTAL_RETARDATION)	(mental retardation; developmental intellectual disorder)
CONGENITAL_DISORDER_OF_GLYCOSYLATION_1E	congenital disorder of glycosylation type 1E	(SEIZURE)	(seizure; epileptic seizure)
CONGENITAL_DISORDER_OF_GLYCOSYLATION_2C	congenital disorder of glycosylation type 2C (CDG2C);	(SHORT_STATURE MENTAL_RETARDATION)	(short stature mental retardation; developmental intellectual disorder)
CONGENITAL_DISORDER_OF_GLYCOSYLATION_2G	congenital disorder of glycosylation type 2G (CDG2G)	(GROWTH_RETARDATION HYPOTONIA FAILURE_TO_THRIVE)	(growth retardation hypotonia failure to thrive)
PROTEASE_INHIBITOR_LIPODYSTROPHY	protease inhibitor lipodystrophy	(INSULIN_RESISTANCE)	(insulin resistance)
HYPERLIPIDEMIA	hyperlipidemia	(PANCREATITIS CLAUDICATION ANGINA_PECTORIS)	(pancreatitis claudication angina pectoris)
LIPID_METABOLISM_INBORN_ERROR	lipid metabolism, inborn error; lipid storage disease; lipidosis	(PAIN CRAMP)	(pain [odyn-] cramp)
LEUKOTRIENE_C4_SYNTHASE_DEFICIENCY	leukotriene C4 synthase deficiency (LTC4 synthase deficiency)	(MICROCEPHALY FAILURE_TO_THRIVE HYPOTONIA)	(microcephaly failure to thrive hypotonia)
3_BETA_HYDROXYSTEROID_DEHYDROGENASE_DEFICIENCY	3-beta-hydroxysteroid dehydrogenase deficiency	(SHOCK AMBIGUOUS_GENITALIA)	(shock ambiguous genitalia)
CHYLOMICRON_RETENTION_DISEASE	chylomicron retention disease (Anderson disease)	(FAILURE_TO_THRIVE MALABSORPTION)	(failure to thrive malabsorption)
FAMILIAL_PARTIAL_LIPODYSTROPHY	familial partial lipodystrophy	(INSULIN_RESISTANCE)	(insulin resistance)
MEVALONICACIDURIA	mevalonicaciduria	(ATAXIA HYPOTONIA LYMPHADENOPATHY HEPATOSPLENOMEGALY CATARACTS)	(ataxia hypotonia lymphadenopathy hepatosplenomegaly cataracts)
